Numero Ticket;ItemID;Item;Fecha Creacion;Fecha Termino;Service Desk;Fecha Cierre;Resumen;Ubicacion;Modo Reporte;Estado;Prioridad
WO0000005553382;108;FOCO FLOURESCENTES;2024-08-31;05-09-24;Zona Sur;08/09/2024;REVISAR;SANTA ANITA - 191052;Web HD;Cerrado;3
WO0000005555761;232;TABLERO ELECTRICO;2024-08-31;04-09-24;Zona Centro;07/09/2024;REVISAR;MEGA PLAZA - 191010;Web HD;Cerrado;3
WO0000005556000;92;ESCRITORIO;2024-08-31;;Zona Sur;;REPARAR;MALA - 255002;Web HD;Rechazado;3
WO0000005554856;35;CAJA PULMON;2024-08-31;01-09-24;Zona Sur;04/09/2024;REPROGRAMAR;EL CARMEN - 315001;Web HD;Cerrado;3
WO0000005556008;22;BOVEDA;2024-08-31;01-09-24;Zona Sur;01/09/2024;REPARAR;MALA - 255002;Web HD;Rechazado;3
WO0000005555217;62;CORTO CIRCUITO;2024-08-31;;Zona Norte;;REVISAR;PUERTO MALDONADO - 485000;Web HD;Rechazado;3
WO0000005554159;44;CAMARA CONVENCIONAL;2024-08-31;16-09-24;Zona Norte;20/09/2024;REPARAR;MOQUEGUA - 430000;Web HD;Cerrado;3
WO0000005553889;154;OFICINA;2024-08-31;07-09-24;Zona Norte;10/09/2024;FUMIGAR;LARAPA - 285005;Web HD;Cerrado;3
WO0000005554873;154;OFICINA;2024-08-31;07-09-24;Zona Sur;10/09/2024;FUMIGAR;VENEZUELA - 191026;Web HD;Cerrado;3
WO0000005554507;154;OFICINA;2024-08-31;07-09-24;Zona Sur;10/09/2024;FUMIGAR;LA SALLE - 191114;Web HD;Cerrado;3
WO0000005555254;32;CAJA BUZON;2024-08-31;15-09-24;Zona Norte;18/09/2024;CAMBIAR;CAYMA - 215002;Web HD;Cerrado;3
WO0000005554599;221;SILLAS;2024-08-31;03-09-24;Zona Centro;07/09/2024;REPARAR;ANGELICA GAMARRA - 191057;Web HD;Cerrado;3
WO0000005553352;69;DETECTOR DE BILLETES;2024-08-31;03-09-24;Zona Sur;07/09/2024;REPARAR;CHINCHA - 315000;Web HD;Cerrado;3
WO0000005553360;5;AIRE ACONDICIONADO;2024-08-31;11-09-24;Zona Sur;14/09/2024;REPARAR;SANTA ANITA - 191052;Web HD;Cerrado;3
WO0000005553891;154;OFICINA;2024-08-31;07-09-24;Zona Norte;10/09/2024;FUMIGAR;SAN ROMAN - 405003;Web HD;Cerrado;3
WO0000005553892;154;OFICINA;2024-08-31;08-09-24;Zona Norte;11/09/2024;FUMIGAR;SOCABAYA - 215017;Web HD;Cerrado;3
WO0000005555777;188;PUERTA / MAMPARA;2024-08-31;06-09-24;Zona Centro;09/09/2024;LIMPIAR;LAS MALVINAS - 191076;Web HD;Cerrado;3
WO0000005554598;108;FOCO FLOURESCENTES;2024-08-31;09-09-24;Zona Norte;12/09/2024;CAMBIAR;ILO - 385000;Web HD;Cerrado;3
WO0000005553341;43;CAJONERA CERRADURA;2024-08-31;03-09-24;Zona Sur;07/09/2024;REEMPLAZAR;CHINCHA - 315000;Web HD;Cerrado;3
WO0000005555762;122;INODORO TANQUE DE AGUA;2024-08-31;05-09-24;Zona Sur;08/09/2024;REVISAR;MALA - 255002;Web HD;Cerrado;3
WO0000005556080;108;FOCO FLOURESCENTES;2024-08-31;09-09-24;Zona Norte;12/09/2024;CAMBIAR;QUILLABAMBA - 505000;Web HD;Cerrado;3
WO0000005554806;123;INODOROS;2024-08-31;04-09-24;Zona Centro;07/09/2024;DESATORAR;ANGELICA GAMARRA - 191057;Web HD;Cerrado;3
WO0000005554105;197;PULSADOR DE ASALTO;2024-08-31;31-08-24;Zona Centro;03/09/2024;REPARAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005553808;170;PIR ANTEBOVEDA;2024-08-31;01-09-24;Zona Centro;04/09/2024;REPARAR;PROCERES - 191120;Web HD;Cerrado;3
WO0000005553850;170;PIR ANTEBOVEDA;2024-08-31;22-09-24;Zona Centro;25/09/2024;REPARAR;SANTA LUZMILA - 191063;Web HD;Cerrado;3
WO0000005555244;32;CAJA BUZON;2024-08-31;14-09-24;Zona Norte;17/09/2024;REPARAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005554564;6;ALFOMBRAS;2024-08-31;;Zona Sur;;REPARAR;CHINCHA - 315000;Web HD;Rechazado;3
WO0000005554597;108;FOCO FLOURESCENTES;2024-08-31;09-09-24;Zona Norte;12/09/2024;CAMBIAR;ILO - 385000;Web HD;Cerrado;3
WO0000005555242;190;PUERTA / MAMPARA CERRADURA;2024-08-31;03-09-24;Zona Centro;07/09/2024;APERTURAR;MEGA PLAZA - 191010;Web HD;Cerrado;3
WO0000005553388;123;INODOROS;2024-08-31;04-09-24;Zona Centro;07/09/2024;REVISAR;INDEPENDENCIA (LIMA) - 191142;Web HD;Cerrado;3
WO0000005555221;190;PUERTA / MAMPARA CERRADURA;2024-08-31;03-09-24;Zona Centro;07/09/2024;APERTURAR;MEGA PLAZA - 191010;Web HD;Cerrado;3
WO0000005555257;264;VINIL;2024-08-31;09-09-24;Zona Sur;12/09/2024;REPONER;MALA - 255002;Web HD;Cerrado;3
WO0000005552687;41;CAJONERA;2024-08-31;01-09-24;Zona Sur;04/09/2024;REPARAR;CHOSICA - 191075;Web HD;Cerrado;3
WO0000005556088;108;FOCO FLOURESCENTES;2024-08-31;10-09-24;Zona Norte;13/09/2024;CAMBIAR;QUILLABAMBA - 505000;Web HD;Cerrado;3
WO0000005556421;188;PUERTA / MAMPARA;2024-08-31;03-09-24;Zona Norte;07/09/2024;REPARAR;MARIANO MELGAR - 215014;Web HD;Cerrado;3
WO0000005554800;43;CAJONERA CERRADURA;2024-08-31;07-09-24;Zona Centro;10/09/2024;DUPLICADO DE LLAVE;ANGELICA GAMARRA - 191057;Web HD;Cerrado;3
WO0000005556099;106;FOCO AHORRADOR;2024-08-31;03-09-24;Zona Sur;07/09/2024;REVISAR;MUSA - 193050;Web HD;Cerrado;3
WO0000005553838;214;SENSOR DE ANIEGO;2024-08-31;31-08-24;Zona Centro;03/09/2024;REPARAR;PERU - 191056;Web HD;Cerrado;3
WO0000005554827;188;PUERTA / MAMPARA;2024-08-31;14-09-24;Zona Norte;17/09/2024;REPARAR;ILO - 385000;Web HD;Cerrado;3
WO0000005556097;41;CAJONERA;2024-08-31;07-09-24;Zona Sur;10/09/2024;REPARAR;VITARTE - 191043;Web HD;Cerrado;3
WO0000005553378;55;CONTACTO MAGNETICO;2024-08-31;31-08-24;Zona Sur;03/09/2024;REPARAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005556405;124;INSTALACIONES ELECTRICAS;2024-08-31;;Zona Norte;;REVISAR;LA MERCED (AREQUIPA) - 215003;Web HD;Rechazado;3
WO0000005554577;65;CREDENZA CERRADURA;2024-08-31;31-08-24;Zona Sur;03/09/2024;REEMPLAZAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Web HD;Cerrado;3
WO0000005555202;6;ALFOMBRAS;2024-08-31;03-09-24;Zona Sur;07/09/2024;REPARAR;LA FONTANA - 193054;Web HD;Cerrado;3
WO0000005555721;49;CERRADURA;2024-08-31;02-09-24;Zona Sur;05/09/2024;APERTURAR;ELIO - 191067;Web HD;Cerrado;3
WO0000005554191;154;OFICINA;2024-08-31;07-09-24;Zona Sur;10/09/2024;FUMIGAR;PISCO - 470000;Web HD;Cerrado;3
WO0000005554160;188;PUERTA / MAMPARA;2024-08-31;01-09-24;Zona Sur;04/09/2024;REPARAR;CHOSICA - 191075;Web HD;Cerrado;3
WO0000005556057;93;ESCRITORIO CERRADURA;2024-08-31;02-09-24;Zona Centro;05/09/2024;REEMPLAZAR;MERCADO DE FRUTAS - 191064;Web HD;Cerrado;3
WO0000005556034;91;ESCRIBANIA;2024-08-31;02-09-24;Zona Sur;05/09/2024;REPARAR;CENTRO CIVICO - 191105;Web HD;Cerrado;3
WO0000005556013;145;MICROFONO;2024-08-31;;Zona Sur;;REEMPLAZAR;MALA - 255002;Web HD;Rechazado;2
WO0000005554567;257;URINARIOS;2024-08-31;03-09-24;Zona Sur;07/09/2024;REVISAR;PARCONA - 380007;Web HD;Cerrado;3
WO0000005556009;108;FOCO FLOURESCENTES;2024-08-31;03-09-24;Zona Sur;07/09/2024;CAMBIAR;MALA - 255002;Web HD;Cerrado;3
WO0000005554817;139;LONCHERA CERRADURA;2024-08-31;03-09-24;Zona Centro;07/09/2024;DUPLICADO DE LLAVE;ANGELICA GAMARRA - 191057;Web HD;Cerrado;3
WO0000005553815;170;PIR ANTEBOVEDA;2024-08-31;31-08-24;Zona Sur;03/09/2024;REPARAR;ELIO - 191067;Web HD;Cerrado;3
WO0000005553846;159;PANEL CONTRA INCENDIO;2024-08-31;31-08-24;Zona Norte;03/09/2024;REPARAR;HUAYRUROPATA - 285008;Web HD;Cerrado;3
WO0000005556413;15;ATM;2024-08-31;12-09-24;Zona Norte;15/09/2024;REVISAR;LA MERCED (AREQUIPA) - 215003;Web HD;Cerrado;3
WO0000005555297;34;CAJA FUERTE;2024-08-31;;Zona Norte;;REPARAR;CAYMA - 215002;Web HD;Rechazado;3
WO0000005554164;79;DVR;2024-08-31;15-09-24;Zona Norte;18/09/2024;REPARAR;MOQUEGUA - 430000;Web HD;Cerrado;3
WO0000005554839;74;DISPENSADOR DE JABON LIQUIDO;2024-08-31;;Zona Centro;;REPARAR;ANGELICA GAMARRA - 191057;Web HD;Rechazado;3
WO0000005559431;256;URINARIO FLUXOMETRO;2024-09-01;12-09-24;Zona Sur;15/09/2024;REVISAR;PARCONA - 380007;Web HD;Cerrado;3
WO0000005558841;69;DETECTOR DE BILLETES;2024-09-01;14-09-24;Zona Norte;17/09/2024;REPARAR;CAMANA - 250000;Web HD;Cerrado;3
WO0000005557186;107;FOCO DICROICOS;2024-09-01;04-09-24;Zona Centro;07/09/2024;CAMBIAR;URB SAN FELIPE COMAS - 191053;Web HD;Cerrado;3
WO0000005560964;34;CAJA FUERTE;2024-09-01;16-09-24;Zona Norte;20/09/2024;REPARAR;URUBAMBA - 285009;Web HD;Cerrado;3
WO0000005558834;136;LLAVE SHUNT;2024-09-01;04-09-24;Zona Norte;07/09/2024;REPARAR;CAMANA - 250000;Web HD;Cerrado;3
WO0000005560770;136;LLAVE SHUNT;2024-09-01;02-09-24;Zona Sur;05/09/2024;REPARAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005557709;253;TV;2024-09-01;;Zona Centro;;REEMPLAZAR;TUSILAGOS - 191108;Web HD;Rechazado;2
WO0000005559461;43;CAJONERA CERRADURA;2024-09-01;11-09-24;Zona Norte;14/09/2024;APERTURAR;URUBAMBA - 285009;Web HD;Cerrado;3
WO0000005558856;32;CAJA BUZON;2024-09-01;15-09-24;Zona Norte;18/09/2024;REPARAR;CAYMA - 215002;Web HD;Cerrado;3
WO0000005560362;106;FOCO AHORRADOR;2024-09-01;09-09-24;Zona Centro;12/09/2024;CAMBIAR;NARANJAL - 191141;Web HD;Cerrado;3
WO0000005557751;172;PISOS PORCELANATO;2024-09-01;10-09-24;Zona Sur;13/09/2024;RESANAR;CONSTRUCTORES - 193005;Web HD;Cerrado;3
WO0000005558520;62;CORTO CIRCUITO;2024-09-01;03-09-24;Zona Centro;07/09/2024;REVISAR;MERCADO DE FRUTAS - 191064;Web HD;Cerrado;3
WO0000005560709;69;DETECTOR DE BILLETES;2024-09-01;04-09-24;Zona Centro;07/09/2024;REPARAR;LA PAMPILLA - 192012;Web HD;Cerrado;3
WO0000005559424;57;CONTADOR DE MONEDAS;2024-09-01;15-09-24;Zona Norte;18/09/2024;REPARAR;LA CULTURA - 285006;Web HD;Cerrado;3
WO0000005560374;139;LONCHERA CERRADURA;2024-09-01;04-09-24;Zona Centro;07/09/2024;REEMPLAZAR;EL SOL - 191082;Web HD;Cerrado;3
WO0000005559911;231;STICKER;2024-09-01;07-09-24;Zona Sur;10/09/2024;REPONER;MERCADO DE PRODUCTORES - 191061;Web HD;Cerrado;3
WO0000005560760;136;LLAVE SHUNT;2024-09-01;02-09-24;Zona Sur;05/09/2024;REPARAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005558886;92;ESCRITORIO;2024-09-01;12-09-24;Zona Sur;15/09/2024;LIMPIAR;VENEZUELA - 191026;Web HD;Cerrado;3
WO0000005559449;49;CERRADURA;2024-09-01;05-09-24;Zona Sur;08/09/2024;REEMPLAZAR;VENEZUELA - 191026;Web HD;Cerrado;3
WO0000005557193;240;TECHO /BALDOSAS;2024-09-01;08-09-24;Zona Centro;11/09/2024;CAMBIAR;URB SAN FELIPE COMAS - 191053;Web HD;Cerrado;3
WO0000005559499;56;CONTADOR DE BILLETES;2024-09-01;16-09-24;Zona Norte;20/09/2024;REPARAR;CUSCO - 285000;Web HD;Cerrado;3
WO0000005557778;188;PUERTA / MAMPARA;2024-09-01;;Zona Sur;;REPARAR;EMANCIPACION - 191054;Web HD;Rechazado;3
WO0000005559923;256;URINARIO FLUXOMETRO;2024-09-01;03-09-24;Zona Sur;07/09/2024;REVISAR;CHOSICA - 191075;Web HD;Cerrado;3
WO0000005558117;139;LONCHERA CERRADURA;2024-09-01;04-09-24;Zona Centro;07/09/2024;DUPLICADO DE LLAVE;NAYLAMP - 191143;Web HD;Cerrado;3
WO0000005557185;231;STICKER;2024-09-01;02-09-24;Zona Centro;05/09/2024;REPONER;URB SAN FELIPE COMAS - 191053;Web HD;Cerrado;3
WO0000005557735;15;ATM;2024-09-01;03-09-24;Zona Sur;07/09/2024;REVISAR;MOLICENTRO - 193004;Web HD;Cerrado;3
WO0000005557196;231;STICKER;2024-09-01;02-09-24;Zona Centro;05/09/2024;REPONER;URB SAN FELIPE COMAS - 191053;Web HD;Cerrado;3
WO0000005557732;231;STICKER;2024-09-01;02-09-24;Zona Centro;05/09/2024;REPONER;MERCADO DE FRUTAS - 191064;Web HD;Cerrado;3
WO0000005557790;43;CAJONERA CERRADURA;2024-09-01;08-09-24;Zona Sur;11/09/2024;REEMPLAZAR;CHACLACAYO - 191074;Web HD;Cerrado;3
WO0000005558846;56;CONTADOR DE BILLETES;2024-09-01;08-09-24;Zona Norte;11/09/2024;REPARAR;CAYMA - 215002;Web HD;Cerrado;3
WO0000005559905;113;GRUPO ELECTROGENO;2024-09-01;04-09-24;Zona Centro;07/09/2024;REVISAR;C.B. FIORI - 191088;Web HD;Cerrado;3
WO0000005561460;55;CONTACTO MAGNETICO;2024-09-01;08-09-24;Zona Centro;11/09/2024;REPARAR;DEL AIRE - 193064;Web HD;Cerrado;3
WO0000005559410;163;PARED;2024-09-01;;Zona Sur;;RESANAR;HUAYCAN - 191085;Web HD;Rechazado;3
WO0000005557733;221;SILLAS;2024-09-01;02-09-24;Zona Centro;05/09/2024;REPARAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005558802;123;INODOROS;2024-09-01;01-09-24;Zona Centro;04/09/2024;REVISAR;TOPY TOP - 191049;Web HD;Cerrado;3
WO0000005558838;74;DISPENSADOR DE JABON LIQUIDO;2024-09-01;09-09-24;Zona Norte;12/09/2024;REPARAR;CAMANA - 250000;Web HD;Cerrado;3
WO0000005559435;123;INODOROS;2024-09-01;03-09-24;Zona Sur;07/09/2024;REVISAR;PARCONA - 380007;Web HD;Cerrado;3
WO0000005557736;154;OFICINA;2024-09-01;09-09-24;Zona Sur;12/09/2024;FUMIGAR;LUREN - 380004;Web HD;Cerrado;3
WO0000005557162;139;LONCHERA CERRADURA;2024-09-01;01-09-24;Zona Centro;04/09/2024;REEMPLAZAR;C.C. MULTIPLAZA - 191077;Web HD;Cerrado;3
WO0000005559433;130;LAVATORIO;2024-09-01;05-09-24;Zona Sur;08/09/2024;REPARAR;PARCONA - 380007;Web HD;Cerrado;3
WO0000005558500;128;LAMPARA DE EMERGENCIA;2024-09-01;03-09-24;Zona Centro;07/09/2024;REPARAR;MEGA PLAZA - 191010;Web HD;Cerrado;3
WO0000005557780;139;LONCHERA CERRADURA;2024-09-01;08-09-24;Zona Sur;11/09/2024;REEMPLAZAR;CHACLACAYO - 191074;Web HD;Cerrado;3
WO0000005559409;75;DISPENSADOR DE PAPEL HIGIENICO;2024-09-01;03-09-24;Zona Norte;07/09/2024;REPARAR;MARIANO MELGAR - 215014;Web HD;Cerrado;3
WO0000005557701;69;DETECTOR DE BILLETES;2024-09-01;04-09-24;Zona Centro;07/09/2024;REPARAR;URB SAN FELIPE COMAS - 191053;Web HD;Cerrado;3
WO0000005559442;41;CAJONERA;2024-09-01;05-09-24;Zona Centro;08/09/2024;REPARAR;PLAZA UNION - 191062;Web HD;Cerrado;3
WO0000005560343;5;AIRE ACONDICIONADO;2024-09-01;03-09-24;Zona Centro;07/09/2024;REPARAR;NARANJAL - 191141;Web HD;Cerrado;3
WO0000005558146;154;OFICINA;2024-09-01;07-09-24;Zona Norte;10/09/2024;FUMIGAR;MOLLENDO - 425000;Web HD;Cerrado;3
WO0000005558130;139;LONCHERA CERRADURA;2024-09-01;;Zona Sur;;REEMPLAZAR;VENEZUELA - 191026;Web HD;Rechazado;3
WO0000005558150;154;OFICINA;2024-09-01;07-09-24;Zona Norte;10/09/2024;FUMIGAR;ILO - 385000;Web HD;Cerrado;3
WO0000005557765;65;CREDENZA CERRADURA;2024-09-01;02-09-24;Zona Sur;05/09/2024;REEMPLAZAR;LA FONTANA - 193054;Web HD;Cerrado;3
WO0000005558153;154;OFICINA;2024-09-01;12-09-24;Zona Norte;15/09/2024;FUMIGAR;EL PEDREGAL - 251000;Web HD;Cerrado;3
WO0000005558584;190;PUERTA / MAMPARA CERRADURA;2024-09-01;;Zona Centro;;REEMPLAZAR;C.C. MULTIPLAZA - 191077;Web HD;Rechazado;3
WO0000005558172;130;LAVATORIO;2024-09-01;02-09-24;Zona Norte;05/09/2024;REPARAR;LARAPA - 285005;Web HD;Cerrado;3
WO0000005557781;188;PUERTA / MAMPARA;2024-09-01;02-09-24;Zona Sur;05/09/2024;REPARAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005558178;123;INODOROS;2024-09-01;02-09-24;Zona Norte;05/09/2024;DESATORAR;LARAPA - 285005;Web HD;Cerrado;3
WO0000005558108;64;CREDENZA;2024-09-01;02-09-24;Zona Sur;05/09/2024;REPARAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005558564;188;PUERTA / MAMPARA;2024-09-01;08-09-24;Zona Centro;11/09/2024;REPARAR;EL PINO - 191087;Web HD;Cerrado;3
WO0000005558559;92;ESCRITORIO;2024-09-01;06-09-24;Zona Centro;09/09/2024;LIMPIAR;EL PINO - 191087;Web HD;Cerrado;3
WO0000005559462;5;AIRE ACONDICIONADO;2024-09-01;04-09-24;Zona Sur;07/09/2024;REPARAR;CHINCHA - 315000;Web HD;Cerrado;3
WO0000005558863;5;AIRE ACONDICIONADO;2024-09-01;15-09-24;Zona Norte;18/09/2024;REPARAR;QUILLABAMBA - 505000;Web HD;Cerrado;3
WO0000005558551;190;PUERTA / MAMPARA CERRADURA;2024-09-01;02-09-24;Zona Centro;05/09/2024;APERTURAR;EL PINO - 191087;Web HD;Cerrado;3
WO0000005558888;56;CONTADOR DE BILLETES;2024-09-01;19-09-24;Zona Norte;22/09/2024;REPARAR;MALL AVENTURA PLAZA AREQUIPA - 215011;Web HD;Cerrado;3
WO0000005557714;30;CABLEADO;2024-09-01;07-09-24;Zona Centro;10/09/2024;REVISAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005558586;56;CONTADOR DE BILLETES;2024-09-01;;Zona Sur;;REPARAR;EMANCIPACION - 191054;Web HD;Rechazado;3
WO0000005558544;65;CREDENZA CERRADURA;2024-09-01;;Zona Centro;;REEMPLAZAR;EL PINO - 191087;Web HD;Rechazado;3
WO0000005557189;43;CAJONERA CERRADURA;2024-09-01;04-09-24;Zona Centro;07/09/2024;REEMPLAZAR;URB SAN FELIPE COMAS - 191053;Web HD;Cerrado;3
WO0000005559980;32;CAJA BUZON;2024-09-01;15-09-24;Zona Norte;18/09/2024;REPROGRAMAR;CERRO COLORADO - 215013;Web HD;Cerrado;3
WO0000005558579;69;DETECTOR DE BILLETES;2024-09-01;;Zona Sur;;REPARAR;EMANCIPACION - 191054;Web HD;Rechazado;3
WO0000005558585;56;CONTADOR DE BILLETES;2024-09-01;;Zona Sur;;REPARAR;EMANCIPACION - 191054;Web HD;Rechazado;3
WO0000005560718;206;REFLECTOR / LAMPARAS;2024-09-01;11-09-24;Zona Sur;14/09/2024;CAMBIAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005557171;199;PUNTO / CABLE DE RED;2024-09-01;06-09-24;Zona Centro;09/09/2024;REVISAR;PROCERES - 191120;Web HD;Cerrado;3
WO0000005557160;154;OFICINA;2024-09-01;07-09-24;Zona Centro;10/09/2024;FUMIGAR;TOPY TOP - 191049;Web HD;Cerrado;3
WO0000005558804;231;STICKER;2024-09-01;11-09-24;Zona Norte;14/09/2024;REPONER;ABANCAY - 200000;Web HD;Cerrado;3
WO0000005560363;138;LOCKER CERRADURA;2024-09-01;04-09-24;Zona Centro;07/09/2024;REEMPLAZAR;EL SOL - 191082;Web HD;Cerrado;3
WO0000005557711;56;CONTADOR DE BILLETES;2024-09-01;08-09-24;Zona Centro;11/09/2024;REPARAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005558175;130;LAVATORIO;2024-09-01;02-09-24;Zona Norte;05/09/2024;REPARAR;LARAPA - 285005;Web HD;Cerrado;3
WO0000005559476;108;FOCO FLOURESCENTES;2024-09-01;10-09-24;Zona Centro;13/09/2024;CAMBIAR;EL SOL - 191082;Web HD;Cerrado;3
WO0000005563301;231;STICKER;2024-09-02;07-09-24;Zona Centro;10/09/2024;REPONER;MERCADO DE FRUTAS - 191064;Web HD;Cerrado;3
WO0000005563323;231;STICKER;2024-09-02;07-09-24;Zona Centro;10/09/2024;REPONER;MERCADO DE FRUTAS - 191064;Web HD;Cerrado;3
WO0000005563775;226;SISTEMA DE AUDIO;2024-09-02;02-09-24;Zona Sur;05/09/2024;REPARAR;CONSTRUCTORES - 193005;Web HD;Cerrado;3
WO0000005564637;121;INODORO FLUXOMETRO;2024-09-02;;Zona Sur;;REVISAR;VENEZUELA - 191026;Web HD;Rechazado;3
WO0000005562461;56;CONTADOR DE BILLETES;2024-09-02;05-09-24;Zona Sur;08/09/2024;REPARAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005564605;108;FOCO FLOURESCENTES;2024-09-02;05-09-24;Zona Norte;08/09/2024;CAMBIAR;JULIACA - 405000;Web HD;Cerrado;3
WO0000005563364;108;FOCO FLOURESCENTES;2024-09-02;05-09-24;Zona Sur;08/09/2024;CAMBIAR;ICA - 380000;Web HD;Cerrado;3
WO0000005565056;237;TACHO;2024-09-02;11-09-24;Zona Sur;14/09/2024;REPARAR;LOS RUISE ORES - 191115;Web HD;Cerrado;3
WO0000005565727;191;PUERTA/MAMPARA BISAGRA;2024-09-02;03-09-24;Zona Norte;07/09/2024;REPARAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005564661;128;LAMPARA DE EMERGENCIA;2024-09-02;02-09-24;Zona Centro;05/09/2024;REPARAR;DEL AIRE - 193064;Web HD;Cerrado;3
WO0000005565784;34;CAJA FUERTE;2024-09-02;03-09-24;Zona Sur;07/09/2024;APERTURAR;CENTRO CIVICO - 191105;Web HD;Cerrado;3
WO0000005564662;128;LAMPARA DE EMERGENCIA;2024-09-02;02-09-24;Zona Centro;05/09/2024;REPARAR;DEL AIRE - 193064;Web HD;Cerrado;3
WO0000005563710;32;CAJA BUZON;2024-09-02;02-09-24;Zona Centro;05/09/2024;REPARAR;PROCERES - 191120;Web HD;Cerrado;3
WO0000005563752;123;INODOROS;2024-09-02;02-09-24;Zona Sur;05/09/2024;REVISAR;CONSTRUCTORES - 193005;Web HD;Cerrado;3
WO0000005564659;111;GRIFERIA;2024-09-02;02-09-24;Zona Centro;05/09/2024;REVISAR;DEL AIRE - 193064;Web HD;Cerrado;3
WO0000005564652;121;INODORO FLUXOMETRO;2024-09-02;;Zona Sur;;REVISAR;VENEZUELA - 191026;Web HD;Rechazado;3
WO0000005564492;231;STICKER;2024-09-02;04-09-24;Zona Centro;07/09/2024;REPONER;NAYLAMP - 191143;Web HD;Cerrado;3
WO0000005562440;62;CORTO CIRCUITO;2024-09-02;;Zona Norte;;REVISAR;PUERTO MALDONADO - 485000;Web HD;Rechazado;3
WO0000005563365;214;SENSOR DE ANIEGO;2024-09-02;02-09-24;Zona Sur;05/09/2024;REPARAR;CENTRO CIVICO - 191105;Web HD;Cerrado;3
WO0000005563385;56;CONTADOR DE BILLETES;2024-09-02;;Zona Centro;;REPARAR;UNIPLAZA - 191019;Web HD;Rechazado;3
WO0000005565054;74;DISPENSADOR DE JABON LIQUIDO;2024-09-02;07-09-24;Zona Sur;10/09/2024;REPARAR;LOS RUISE ORES - 191115;Web HD;Cerrado;3
WO0000005564641;56;CONTADOR DE BILLETES;2024-09-02;;Zona Norte;;REPARAR;DIAGONAL - 285003;Web HD;Rechazado;3
WO0000005565037;56;CONTADOR DE BILLETES;2024-09-02;;Zona Centro;;REPARAR;MEGA PLAZA - 191010;Web HD;Rechazado;3
WO0000005565503;206;REFLECTOR / LAMPARAS;2024-09-02;03-09-24;Zona Sur;07/09/2024;CAMBIAR;EL CARMEN - 315001;Web HD;Cerrado;3
WO0000005562990;163;PARED;2024-09-02;18-09-24;Zona Centro;21/09/2024;PINTAR;EL PINO - 191087;Web HD;Cerrado;3
WO0000005563332;123;INODOROS;2024-09-02;02-09-24;Zona Sur;05/09/2024;REVISAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005564679;5;AIRE ACONDICIONADO;2024-09-02;07-09-24;Zona Centro;10/09/2024;REPARAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005564644;121;INODORO FLUXOMETRO;2024-09-02;03-09-24;Zona Sur;07/09/2024;REVISAR;VENEZUELA - 191026;Web HD;Cerrado;3
WO0000005563328;107;FOCO DICROICOS;2024-09-02;11-09-24;Zona Sur;14/09/2024;CAMBIAR;EMANCIPACION - 191054;Web HD;Cerrado;3
WO0000005566137;159;PANEL CONTRA INCENDIO;2024-09-02;09-09-24;Zona Sur;12/09/2024;REPARAR;EL QUINDE ICA - 380008;Web HD;Cerrado;3
WO0000005562326;;;2024-09-02;02-09-24;Zona Centro;05/09/2024;;URB SAN FELIPE COMAS - 191053;TELEFONO;Cerrado;2
WO0000005565060;214;SENSOR DE ANIEGO;2024-09-02;22-09-24;Zona Centro;25/09/2024;REPARAR;NARANJAL - 191141;Web HD;Cerrado;3
WO0000005563749;218;SE?ALETICA INTERNA;2024-09-02;08-09-24;Zona Centro;11/09/2024;REPONER;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005565541;139;LONCHERA CERRADURA;2024-09-02;08-09-24;Zona Centro;11/09/2024;DUPLICADO DE LLAVE;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005563337;56;CONTADOR DE BILLETES;2024-09-02;09-09-24;Zona Sur;12/09/2024;REPARAR;AYACUCHO - 220000;Web HD;Cerrado;3
WO0000005563388;65;CREDENZA CERRADURA;2024-09-02;02-09-24;Zona Centro;05/09/2024;REEMPLAZAR;EL PINO - 191087;Web HD;Cerrado;3
WO0000005565752;194;PUERTA/MAMPARA MANIJA;2024-09-02;07-09-24;Zona Norte;10/09/2024;REPARAR;AREQUIPA - 215000;Web HD;Cerrado;3
WO0000005563350;56;CONTADOR DE BILLETES;2024-09-02;16-09-24;Zona Sur;20/09/2024;REPARAR;AYACUCHO - 220000;Web HD;Cerrado;3
